,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,condition_code,grade_code,age,renovated,waterfront_coded,view_coded,lon,To_drop_place_ID,To_drop_road,Type_place,city,suburb
3998,809002215,762000.0,5,2.0,3370,5000,1.5,2140,1230.0,1907,0.0,98109,47.6373,-122.35,1920,3200,4,7,107,False,0,0,-122.35,156888043.0,Crockett Street,city,Seattle,Queen Anne
3999,6209000165,247500.0,4,1.75,2290,7765,1.0,2290,0.0,1936,1953.0,98146,47.4997,-122.353,1240,8215,3,6,78,True,0,0,-122.353,235906989.0,14th Avenue Southwest,town,Burien,
4000,4178500100,282500.0,3,2.25,1670,7150,2.0,1670,0.0,1990,0.0,98042,47.3603,-122.088,1570,7040,4,7,24,False,0,0,-122.088,231287839.0,Southeast 270th Street,town,Covington,Timberlane
4002,6121000090,295000.0,3,1.75,1770,8235,1.0,1030,740.0,1960,0.0,98148,47.4323,-122.328,1560,8918,3,7,54,False,0,0,-122.328,235801432.0,South 190th Street,town,Burien,
4003,3342100785,235000.0,2,1.0,820,5100,1.0,820,0.0,1954,0.0,98056,47.5175,-122.205,2270,5100,4,6,60,False,0,0,-122.205,231581684.0,North 29th Street,town,Renton,Kennydale
4004,6012500100,770000.0,3,1.75,1900,6334,1.0,1450,450.0,1948,0.0,98105,47.6675,-122.276,1530,6334,3,8,66,False,0,2,-122.276,155389709.0,48th Avenue Northeast,city,Seattle,
4006,5041300100,639000.0,4,2.0,1840,5419,1.0,920,920.0,1942,0.0,98199,47.6483,-122.404,1800,5419,4,7,72,False,0,0,-122.404,155588990.0,36th Avenue West,city,Seattle,Magnolia Village
4007,2473101140,314950.0,3,1.0,1590,8470,1.0,1140,450.0,1967,0.0,98058,47.4473,-122.159,1570,9375,4,7,48,False,0,0,-122.159,230121987.0,136th Place Southeast,town,Renton,Fairwood
4008,8121100600,525000.0,3,1.0,1640,6180,1.0,1640,0.0,1946,0.0,98118,47.5682,-122.284,1540,6180,4,7,69,False,0,0,-122.284,158854501.0,39th Avenue South,city,Seattle,Mount Baker
4009,724069059,2400000.0,3,2.25,3000,11665,1.5,3000,0.0,2001,0.0,98075,47.5884,-122.086,3000,15959,3,11,13,False,1,4,-122.086,263258346.0,East Lake Sammamish Trail,town,Sammamish,Mint Grove
4010,2755200110,820000.0,3,1.75,2160,6272,1.0,1390,770.0,1960,0.0,98115,47.6777,-122.306,1290,5376,4,8,54,False,0,0,-122.306,155979599.0,Northeast 68th Street,city,Seattle,Green Lake
4011,6169901130,1390000.0,3,3.0,2490,3600,2.0,1790,700.0,1911,0.0,98119,47.6313,-122.369,2490,3600,4,8,103,False,0,3,-122.369,156565086.0,9th Avenue West,city,Seattle,Queen Anne
4012,6385000025,521450.0,3,2.0,1290,5700,1.0,1290,0.0,1950,0.0,98116,47.5713,-122.397,1160,5700,5,7,64,False,0,0,-122.397,159788573.0,51st Avenue Southwest,city,Seattle,West Seattle
4013,509000090,760750.0,3,2.5,3190,49137,2.0,3190,0.0,1988,0.0,98074,47.6027,-122.043,3240,53143,3,9,26,False,0,0,-122.043,293792815.0,222nd Place Southeast,town,Sammamish,
4014,622059031,759600.0,4,1.0,1540,115434,1.5,1540,0.0,1923,0.0,98031,47.4163,-122.22,2027,23522,4,7,91,False,0,0,-122.22,229768223.0,South 208th Street,town,Kent,
4015,5358300100,346150.0,3,2.0,2140,7200,1.0,1480,660.0,1966,0.0,98056,47.5084,-122.185,2070,7220,4,8,48,False,0,0,-122.185,231440452.0,Northeast 19th Street,town,Renton,
4016,4459800100,390000.0,2,1.0,980,3800,1.0,980,0.0,1926,0.0,98103,47.6903,-122.34,1520,5010,3,7,89,False,0,0,-122.34,155707068.0,North 85th Street,city,Seattle,Greenwood
4017,2473371780,359950.0,5,2.25,2450,9432,2.0,2450,0.0,1973,0.0,98058,47.4519,-122.13,2310,9100,3,8,41,False,0,0,-122.13,229870907.0,Southeast Fairwood Boulevard,town,Renton,
4018,9393700110,430000.0,3,2.0,1360,5120,1.5,910,450.0,1924,0.0,98116,47.5587,-122.393,1440,5120,4,6,90,False,0,0,-122.393,158204569.0,48th Avenue Southwest,city,Seattle,West Seattle
4019,8691360490,960000.0,4,3.5,4610,11676,2.0,4610,0.0,2000,0.0,98075,47.6011,-121.983,3900,11164,3,10,15,False,0,0,-121.983,13111519.0,Southeast 9th Way,town,Sammamish,
4020,9175600025,800000.0,7,6.75,7480,41664,2.0,5080,2400.0,1953,0.0,98166,47.4643,-122.368,2810,33190,3,11,61,False,0,2,-122.368,235713907.0,Southwest 156th Street,town,Burien,
4021,7605800090,1010000.0,3,2.5,2860,5805,2.0,2860,0.0,1999,0.0,98005,47.6218,-122.16,2360,5832,3,9,16,False,0,0,-122.16,293802573.0,Northeast 12th Place,city,Bellevue,
4023,8964800930,1350000.0,4,2.0,2240,10296,1.0,2240,0.0,1948,0.0,98004,47.6177,-122.217,2500,10918,5,8,67,False,0,0,-122.217,293734133.0,Evergreen Drive,city,Bellevue,
4025,7550800945,526000.0,2,1.0,1450,4500,1.5,1450,0.0,1921,0.0,98107,47.6739,-122.396,1470,5000,4,7,93,False,0,0,-122.396,154525243.0,Northwest 62nd Street,city,Seattle,Ballard
4026,1972205338,550000.0,3,3.5,1450,1091,2.0,1200,250.0,2007,0.0,98119,47.6475,-122.359,1490,3017,3,8,8,False,0,0,-122.359,156201499.0,West Etruria Street,city,Seattle,Fremont
4027,2946000590,276000.0,3,1.5,1820,8750,1.0,1200,620.0,1958,0.0,98198,47.4213,-122.322,1500,8000,4,7,56,False,0,0,-122.322,231408367.0,South 202nd Street,town,Des Moines,
4028,5700003585,2500000.0,5,3.25,5620,12672,2.0,4140,1480.0,1916,0.0,98144,47.5786,-122.287,4470,8050,4,11,98,False,0,0,-122.287,158812919.0,Mount Saint Helens Place South,city,Seattle,Mount Baker
4029,7129302235,325000.0,3,1.75,2080,6554,1.0,1040,1040.0,1950,0.0,98118,47.5135,-122.257,1230,5650,3,7,65,False,0,0,-122.257,159818554.0,61st Avenue South,city,Seattle,
4030,3278602490,365000.0,3,2.5,1780,1754,3.0,1780,0.0,2007,0.0,98126,47.548,-122.373,1780,1607,3,8,7,False,0,0,-122.373,22197655.0,Southwest Raymond Street,city,Seattle,Delridge
4031,685000115,2150000.0,8,6.0,4340,9415,2.0,4340,0.0,1967,0.0,98004,47.6316,-122.202,2050,9100,3,8,47,False,0,0,-122.202,321739823.0,Bellevue Way Northeast,city,Bellevue,
4032,3423600025,825050.0,4,3.25,2860,3680,2.0,1980,880.0,1925,1993.0,98115,47.6752,-122.3,2010,3680,3,9,90,True,0,0,-122.3,155433570.0,26th Avenue Northeast,city,Seattle,University District
4033,7173700518,690000.0,3,1.5,2540,9520,1.0,1500,1040.0,1959,0.0,98115,47.6834,-122.306,1870,6800,3,8,55,False,0,0,-122.306,155393548.0,21st Avenue Northeast,city,Seattle,Green Lake
4034,3277801450,390000.0,4,1.0,1140,6250,1.5,1140,0.0,1958,0.0,98126,47.5433,-122.375,1140,1370,3,6,57,False,0,0,-122.375,280668317.0,34th Avenue Southwest,city,Seattle,Delridge
4035,1862400518,385000.0,3,2.0,1320,1297,3.0,1320,0.0,1995,0.0,98117,47.6959,-122.376,1380,1503,3,7,20,False,0,0,-122.376,19940109.0,Northwest 92nd Street,city,Seattle,Blue Ridge
4036,8078350090,619000.0,3,2.5,2040,7503,2.0,2040,0.0,1987,0.0,98029,47.5718,-122.021,2170,7503,3,8,28,False,0,0,-122.021,293726346.0,Southeast 40th Place,town,Sammamish,
4038,7980900011,412450.0,3,2.0,1910,13505,1.0,1910,0.0,1955,0.0,98034,47.7114,-122.23,2010,8000,3,8,60,False,0,0,-122.23,180106518.0,Northeast 123rd Street,town,Kirkland,Finn Hill
4039,5309100750,580000.0,3,1.75,1460,2800,2.0,1460,0.0,1928,0.0,98117,47.6779,-122.371,1220,4062,3,7,87,False,0,0,-122.371,22082459.0,11th Avenue Northwest,city,Seattle,Ballard
4040,322059097,269900.0,3,1.5,1420,22100,1.0,1420,0.0,1957,0.0,98042,47.4193,-122.149,1540,21780,5,7,57,False,0,0,-122.149,230786033.0,Southeast 204th Place,town,Kent,
4041,9834200165,704300.0,4,1.5,1790,4080,1.5,1790,0.0,1928,0.0,98144,47.5749,-122.291,1710,4080,5,7,87,False,0,0,-122.291,158929358.0,33rd Avenue South,city,Seattle,Mount Baker
4042,2420069201,267000.0,3,2.0,1390,6005,2.0,1390,0.0,2005,0.0,98022,47.2117,-121.99,1264,5550,3,8,9,False,0,0,-121.99,232306997.0,Porter Street,town,Enumclaw,
4043,4167300300,310000.0,4,1.75,1880,12150,1.0,1280,600.0,1976,0.0,98023,47.3272,-122.363,1980,9680,3,7,38,False,0,0,-122.363,230899701.0,Southwest 306th Place,town,Federal Way,
4044,1105000745,227064.0,3,1.5,1570,10824,2.0,1570,0.0,1908,0.0,98118,47.54,-122.275,1530,8125,3,7,107,False,0,0,-122.275,157535885.0,46th Avenue South,city,Seattle,Rainier Valley
4045,8927600100,925000.0,3,2.5,2690,7000,2.0,1840,850.0,1943,0.0,98115,47.6784,-122.277,1800,6435,5,7,71,False,0,0,-122.277,155708618.0,48th Avenue Northeast,city,Seattle,
4046,8078490090,245000.0,3,1.75,1670,11452,1.0,1670,0.0,1992,0.0,98022,47.1913,-122.015,1820,11152,3,8,23,False,0,2,-122.015,233058989.0,Winter Place,town,Enumclaw,
4047,1736100090,339888.0,3,1.0,1040,7490,1.0,1040,0.0,1969,0.0,98034,47.7137,-122.213,1520,7410,3,7,45,False,0,0,-122.213,179623316.0,Northeast 126th Place,town,Kirkland,Juanita
4048,3876200100,439000.0,4,2.0,1560,7500,1.0,1560,0.0,1968,0.0,98034,47.7281,-122.181,1730,7500,4,7,46,False,0,0,-122.181,179766711.0,119th Avenue Northeast,town,Kirkland,Kingsgate
4049,6844702290,400000.0,2,1.0,1470,6120,1.0,1470,0.0,1940,0.0,98115,47.6914,-122.287,1840,6120,2,7,74,False,0,0,-122.287,156047472.0,Northeast 87th Street,city,Seattle,Inverness
4050,4022906430,560000.0,3,2.25,2070,15002,1.5,2070,0.0,1955,2013.0,98155,47.7635,-122.274,2070,15002,3,8,59,True,0,0,-122.274,293761233.0,Northeast 187th Street,town,Lake Forest Park,
4051,5040800015,703011.0,2,1.0,1370,5922,1.0,1130,240.0,1941,0.0,98199,47.6473,-122.406,2460,6759,3,8,73,False,0,2,-122.406,156005957.0,38th Avenue West,city,Seattle,Magnolia
4052,9297301055,363000.0,2,1.0,1120,4800,1.0,770,350.0,1926,0.0,98126,47.5669,-122.372,1510,4800,3,7,88,False,0,0,-122.372,158895687.0,32nd Avenue Southwest,city,Seattle,West Seattle
4053,318500300,650000.0,4,2.75,2640,6240,2.0,2640,0.0,2001,0.0,98075,47.5788,-122.059,2640,5898,3,9,13,False,0,0,-122.059,293748213.0,Southeast 35th Place,town,Sammamish,
4054,1839910300,299950.0,3,1.0,1030,9916,1.0,1030,0.0,1972,0.0,98034,47.7218,-122.176,1470,9044,4,7,43,False,0,0,-122.176,179601136.0,123rd Avenue Northeast,town,Kirkland,Kingsgate
4055,1446400785,228950.0,3,1.0,1120,6625,1.0,1120,0.0,1942,0.0,98168,47.4879,-122.332,1120,6794,3,6,73,False,0,0,-122.332,235755357.0,Occidental Avenue South,town,Burien,
4056,4036800015,465000.0,4,1.75,1730,11700,1.0,880,850.0,1956,0.0,98008,47.6031,-122.13,1570,7820,3,7,58,False,0,0,-122.13,293734702.0,Lake Hills Boulevard,city,Bellevue,
4057,8965500900,725000.0,3,2.5,2090,9847,2.0,2090,0.0,1983,0.0,98006,47.5651,-122.114,2860,11483,3,9,32,False,0,2,-122.114,293738258.0,169th Avenue Southeast,city,Bellevue,Cougar Hills
4058,3751603173,212500.0,3,1.0,920,14400,1.0,920,0.0,1977,0.0,98001,47.2816,-122.269,1170,9600,4,7,37,False,0,0,-122.269,231872719.0,52nd Avenue South,town,Auburn,
4059,3423059140,526000.0,4,2.25,2970,54450,2.0,2970,0.0,1983,1998.0,98058,47.4338,-122.146,2260,6465,3,8,31,True,0,0,-122.146,230749560.0,Southeast 188th Place,town,Renton,
4060,114101055,383000.0,3,2.5,1720,10031,2.0,1720,0.0,1993,0.0,98028,47.7688,-122.238,2280,5845,3,8,21,False,0,0,-122.238,250774423.0,76th Court Northeast,town,Kenmore,
4061,2475200590,244000.0,3,1.75,1460,4692,1.0,1460,0.0,1988,0.0,98055,47.472,-122.192,1600,4557,3,7,27,False,0,0,-122.192,231895661.0,Southeast 8th Place,town,Renton,
4062,3856905010,565000.0,3,1.5,1540,3570,1.5,1490,50.0,1930,0.0,98105,47.6692,-122.325,1620,4080,5,7,84,False,0,0,-122.325,159189535.0,Northeast 56th Street,city,Seattle,Green Lake
4063,7226500100,373000.0,8,3.0,2850,12714,1.0,2850,0.0,1959,0.0,98055,47.4859,-122.205,1480,4942,3,7,56,False,0,0,-122.205,232368684.0,Wells Avenue North,town,Renton,
4064,3580900090,300000.0,3,2.0,1310,9855,1.0,1310,0.0,1962,0.0,98034,47.7296,-122.241,1310,8370,3,7,52,False,0,0,-122.241,179513586.0,75th Avenue Northeast,town,Kirkland,Moorlands
4065,9558000100,405000.0,5,2.5,2430,4781,2.0,2430,0.0,2001,0.0,98058,47.4487,-122.117,2420,4770,3,9,13,False,0,0,-122.117,230599101.0,Southeast 171st Place,town,Renton,
4066,1872900076,979000.0,3,1.5,1700,14133,1.0,1700,0.0,1954,0.0,98004,47.6166,-122.22,2630,17376,4,8,60,False,0,1,-122.22,293822347.0,Lake Washington Boulevard Northeast,city,Bellevue,
4068,2877102495,445000.0,3,1.5,860,3200,1.0,860,0.0,1929,0.0,98117,47.6791,-122.362,1220,4300,3,6,86,False,0,0,-122.362,156238651.0,4th Avenue Northwest,city,Seattle,Phinney Ridge
4069,4400200057,761000.0,3,3.5,2050,2020,2.0,1520,530.0,2006,0.0,98112,47.6235,-122.306,1230,3640,3,8,9,False,0,0,-122.306,157809203.0,20th Avenue East,city,Seattle,Madison Valley
4070,1049010300,435000.0,4,2.0,1650,4745,1.0,1130,520.0,1972,0.0,98034,47.7359,-122.18,1650,5184,3,7,43,False,0,0,-122.18,179236193.0,Northeast 149th Street,town,Kirkland,
4071,6802210090,252000.0,3,2.25,1570,8410,1.0,1180,390.0,1991,0.0,98022,47.1942,-121.99,1540,8410,3,7,23,False,0,0,-121.99,232144746.0,Berninger Street,town,Enumclaw,
4072,726049232,350000.0,3,1.75,1660,10150,1.5,1660,0.0,1957,0.0,98133,47.7512,-122.342,1640,8906,3,7,57,False,0,0,-122.342,293839178.0,North 169th Street,town,Shoreline,Ronald
4073,3262300940,875000.0,3,1.0,1220,8119,1.0,1220,0.0,1955,0.0,98039,47.6328,-122.236,1910,8119,4,7,59,False,0,0,-122.236,293829270.0,78th Avenue Northeast,village,Medina,
4074,3262300940,940000.0,3,1.0,1220,8119,1.0,1220,0.0,1955,0.0,98039,47.6328,-122.236,1910,8119,4,7,60,False,0,0,-122.236,293829270.0,78th Avenue Northeast,village,Medina,
4075,1214700090,280000.0,3,2.0,1780,11342,1.0,1780,0.0,1964,0.0,98148,47.4617,-122.327,2140,8449,3,7,50,False,0,0,-122.327,235747271.0,South 158th Street,town,Burien,
4076,8564950300,450000.0,3,2.5,2180,4226,2.0,2180,0.0,2004,0.0,98011,47.7733,-122.226,2540,4607,3,8,10,False,0,0,-122.226,231426007.0,Northeast 201st Place,town,Bothell,
4077,3321069006,905000.0,3,2.5,3520,237402,2.5,3520,0.0,2004,0.0,98092,47.2687,-122.056,2310,165963,3,9,10,False,0,0,-122.056,232210842.0,213th Southeast Plane,town,Auburn,
4078,3751601501,382450.0,3,2.5,2220,20531,2.0,2220,0.0,1998,0.0,98001,47.2864,-122.264,2420,19249,3,8,16,False,0,0,-122.264,231792460.0,56th Place South,town,Auburn,
4079,1156000100,246700.0,3,2.0,1610,13309,1.0,1610,0.0,1967,0.0,98042,47.3398,-122.133,1610,15725,4,7,47,False,0,0,-122.133,232985078.0,157th Avenue Southeast,town,Kent,Berrydale
4080,3972900735,220000.0,3,1.5,1070,9331,1.0,1070,0.0,1956,0.0,98155,47.7633,-122.313,1480,8400,3,6,58,False,0,0,-122.313,293777028.0,15th Avenue Northeast,town,Shoreline,
4081,6888900115,555750.0,3,1.0,1060,4880,1.0,910,150.0,1913,0.0,98118,47.5545,-122.288,1200,4880,2,6,102,False,0,0,-122.288,156855262.0,South Bennett Street,city,Seattle,Rainier Valley
4082,3031200165,262500.0,3,1.5,1160,8906,1.0,1160,0.0,1962,0.0,98118,47.5362,-122.29,1160,8906,3,7,52,False,0,0,-122.29,157445433.0,33rd Avenue South,city,Seattle,
4083,5683000033,515000.0,2,1.0,910,4725,1.0,910,0.0,1949,0.0,98115,47.676,-122.281,1600,5200,3,7,65,False,0,0,-122.281,155627671.0,Northeast 65th Street,city,Seattle,
4085,985001015,135000.0,1,1.0,790,13062,1.0,790,0.0,1942,0.0,98168,47.4919,-122.311,1240,7137,3,6,72,False,0,0,-122.311,236223745.0,South 124th Street,town,Burien,Boulevard Park
4086,2815600215,462500.0,2,2.0,1540,7290,2.0,1540,0.0,1948,1983.0,98136,47.551,-122.395,1540,7072,3,7,66,True,0,0,-122.395,158520415.0,49th Avenue Southwest,city,Seattle,
4087,3585900090,937500.0,4,2.5,3130,21100,1.0,2530,600.0,1956,0.0,98177,47.7598,-122.372,3680,23000,3,9,59,False,0,4,-122.372,293685012.0,13th Avenue Northwest,town,Shoreline,
4088,5101407370,458000.0,3,1.5,1470,9570,1.0,1280,190.0,1941,0.0,98125,47.7032,-122.306,1390,9570,3,7,74,False,0,0,-122.306,156138143.0,Northeast 103rd Street,city,Seattle,Victory Heights
4089,871001105,845000.0,4,2.75,3160,7143,1.5,2100,1060.0,1933,0.0,98199,47.6513,-122.406,2200,6122,3,8,81,False,0,0,-122.406,155998355.0,38th Avenue West,city,Seattle,Magnolia
4090,424069233,660000.0,3,2.25,2675,40910,2.0,2675,0.0,1984,0.0,98075,47.5916,-122.055,2300,39438,3,8,30,False,0,0,-122.055,265303707.0,Southeast 20th Street,town,Sammamish,
4091,3830630090,265000.0,3,2.0,1340,6783,1.0,1340,0.0,1987,0.0,98030,47.3504,-122.177,1630,6458,4,7,28,False,0,0,-122.177,229563192.0,122nd Place Southeast,town,Kent,
4092,1997200215,599999.0,9,4.5,3830,6988,2.5,2450,1380.0,1938,0.0,98103,47.6927,-122.338,1460,6291,3,7,76,False,0,0,-122.338,155965623.0,Densmore Avenue North,city,Seattle,Maple Leaf
4093,1898310110,280000.0,3,2.5,1800,8697,2.0,1800,0.0,1987,0.0,98023,47.3115,-122.4,1770,8390,3,8,27,False,0,0,-122.4,231918815.0,Southwest 324th Place,town,Federal Way,
4095,9542100165,875000.0,4,3.0,3720,14125,1.0,1930,1790.0,1960,0.0,98005,47.5911,-122.177,3160,15300,4,9,54,False,0,0,-122.177,293731480.0,Southeast 22nd Street,city,Bellevue,
4096,7140800100,125000.0,3,1.0,920,7276,1.0,920,0.0,1961,0.0,98002,47.285,-122.211,1120,7276,4,6,53,False,0,0,-122.211,231813359.0,28th Place Southeast,town,Auburn,South Auburn
4097,7202340930,634800.0,4,3.0,3280,4904,2.0,3280,0.0,2005,0.0,98053,47.6802,-122.033,2600,5004,3,7,9,False,0,0,-122.033,166441338.0,Redmond Ridge Drive Northeast,town,Union Hill-Novelty Hill,Redmond Ridge
4098,9262800057,269950.0,4,1.0,1440,9600,1.0,1440,0.0,1964,0.0,98001,47.3168,-122.264,1740,43560,2,7,51,False,0,0,-122.264,231504372.0,South 318th Street,town,Auburn,West Hill
4099,1159100100,359950.0,3,2.25,1940,11612,1.0,1100,840.0,1981,0.0,98178,47.5018,-122.23,2180,8954,4,8,33,False,0,0,-122.23,231369362.0,82nd Avenue South,city,Seattle,
4100,7230900100,417000.0,3,1.75,1590,11454,1.0,1590,0.0,1979,0.0,98056,47.5049,-122.186,1970,9960,4,8,35,False,0,0,-122.186,231503457.0,Edmonds Avenue Northeast,town,Renton,
4102,7701450110,1040000.0,4,2.5,3770,10893,2.0,3770,0.0,1997,0.0,98006,47.5646,-122.129,3710,9685,3,11,17,False,0,2,-122.129,293686583.0,Southeast 45th Street,city,Bellevue,Eastgate
4103,1725059209,698000.0,6,2.5,2680,11250,1.0,1340,1340.0,1967,0.0,98033,47.6553,-122.19,2200,9875,5,7,47,False,0,0,-122.19,179457820.0,Northeast 53rd Street,town,Kirkland,
4104,4025300195,685000.0,4,2.5,2820,10125,2.0,2820,0.0,2008,0.0,98155,47.7494,-122.304,1560,10125,3,8,7,False,0,0,-122.304,293803792.0,23rd Avenue Northeast,town,Shoreline,
4105,985000900,198500.0,3,1.75,1520,7137,1.0,1520,0.0,1932,0.0,98168,47.4924,-122.311,1240,8602,3,5,82,False,0,0,-122.311,235749926.0,South 124th Street,town,Burien,Boulevard Park
4106,7140700850,350000.0,4,2.5,2560,5428,2.0,2560,0.0,2012,0.0,98042,47.3835,-122.095,2620,5428,3,8,3,False,0,0,-122.095,232443684.0,185th Loop Southeast,town,Covington,
4107,522079067,649950.0,3,2.5,3310,387684,1.0,2160,1150.0,1919,1996.0,98038,47.4167,-121.936,2340,189050,3,8,96,True,0,0,-121.936,232232881.0,Southeast 208th Street,town,Maple Valley,
4108,1387300940,441000.0,3,1.5,1540,7200,1.0,1540,0.0,1968,0.0,98011,47.7357,-122.195,1560,7500,3,7,47,False,0,0,-122.195,232100461.0,Northeast 149th Street,town,Bothell,
4109,8562700090,462600.0,3,1.75,1430,11761,1.0,1430,0.0,1964,0.0,98052,47.6686,-122.157,2040,10035,4,8,50,False,0,0,-122.157,293805102.0,137th Avenue Northeast,town,Redmond,
4110,2122059236,365070.0,4,2.5,2506,6232,2.0,2506,0.0,2006,0.0,98030,47.3734,-122.182,2070,8260,3,7,9,False,0,0,-122.182,229900087.0,119th Southeast Court,town,Kent,
4111,514500090,550000.0,4,2.0,2250,7500,1.0,1200,1050.0,1956,0.0,98005,47.5877,-122.157,1440,7500,5,7,58,False,0,0,-122.157,293822690.0,Southeast 26th Street,city,Bellevue,Eastgate
4112,5680001095,470000.0,5,1.75,2740,9600,1.0,1370,1370.0,1945,0.0,98144,47.5738,-122.315,1990,4800,4,7,70,False,0,0,-122.315,157507309.0,14th Avenue South,city,Seattle,Beacon Hill
4113,2475900855,340000.0,3,1.75,1540,10400,1.0,1540,0.0,1977,0.0,98024,47.5651,-121.89,1090,7500,3,6,37,False,0,0,-121.89,293774843.0,338th Place Southeast,village,Fall City,
4114,8669400100,910000.0,4,2.75,4190,38912,1.0,2040,2150.0,1965,0.0,98005,47.6472,-122.157,3050,36884,4,9,49,False,0,0,-122.157,293806478.0,Northeast 42nd Street,city,Bellevue,
4115,3824100051,405000.0,4,1.75,1690,8392,1.0,1190,500.0,1979,0.0,98028,47.773,-122.256,1880,9861,3,7,36,False,0,0,-122.256,247650705.0,64th Avenue Northeast,town,Kenmore,
4116,952004875,661000.0,4,2.25,1990,4600,1.5,1420,570.0,1932,0.0,98126,47.5638,-122.38,1810,5750,4,8,82,False,0,2,-122.38,158460846.0,38th Avenue Southwest,city,Seattle,West Seattle
4117,9522350090,635000.0,4,2.5,2410,7069,2.0,2410,0.0,1993,0.0,98034,47.7094,-122.234,2240,7184,3,9,21,False,0,0,-122.234,179071514.0,Northeast 122nd Place,town,Kirkland,
4118,1787600252,282000.0,2,1.0,1150,6098,1.0,950,200.0,1948,0.0,98125,47.7259,-122.328,1790,8455,3,7,67,False,0,0,-122.328,155284441.0,Roosevelt Way Northeast,city,Seattle,Haller Lake
4119,7148000315,235000.0,4,1.75,1720,10137,2.0,1720,0.0,1956,0.0,98188,47.4424,-122.276,1350,10205,3,7,59,False,0,0,-122.276,230781810.0,46th Avenue South,city,SeaTac,McMicken Heights
4120,2180001080,277500.0,3,2.0,1260,22100,2.0,1260,0.0,1981,0.0,98023,47.2772,-122.354,1430,13000,4,7,33,False,0,0,-122.354,231286636.0,14th Avenue Southwest,town,Federal Way,
4121,1328330590,346500.0,5,2.5,2020,8250,1.0,1430,590.0,1978,0.0,98058,47.4432,-122.135,1680,8959,4,8,37,False,0,0,-122.135,229932260.0,153rd Court Southeast,town,Renton,Fairwood
4122,34001304,480000.0,5,2.25,2240,5500,1.0,1490,750.0,1959,0.0,98136,47.5305,-122.391,2010,6050,3,7,56,False,0,0,-122.391,156111614.0,Southwest Hemlock Way,city,Seattle,
4123,1558500100,360000.0,4,2.25,1930,6508,2.0,1930,0.0,1996,0.0,98019,47.7458,-121.977,2170,6548,3,8,18,False,0,0,-121.977,293695447.0,270th Place Northeast,town,Duvall,
4124,2887950110,245000.0,3,2.5,1820,6785,1.0,1420,400.0,1994,0.0,98092,47.3201,-122.177,1710,6055,3,7,20,False,0,0,-122.177,232859902.0,Southeast 314th Place,town,Auburn,Lea Hill
4125,6852700412,625000.0,3,3.5,1560,1490,2.0,1240,320.0,1995,0.0,98102,47.6248,-122.319,1560,1662,3,8,19,False,0,0,-122.319,18783025.0,Federal Avenue East,city,Seattle,Capitol Hill
4126,1798000100,750500.0,5,3.0,2170,2440,1.5,1450,720.0,1911,0.0,98115,47.6724,-122.317,2070,4000,4,8,103,False,0,0,-122.317,321392475.0,Northeast Ravenna Boulevard,city,Seattle,Green Lake
4127,9516500100,525000.0,3,1.75,1600,9579,1.0,1180,420.0,1977,0.0,98072,47.7662,-122.159,1750,9829,3,8,38,False,0,0,-122.159,96386427.0,Northeast 192nd Street,town,Woodinville,
4129,4036800805,523000.0,3,1.5,1240,7735,1.0,1240,0.0,1957,0.0,98008,47.601000000000006,-122.122,1260,7500,4,7,57,False,0,0,-122.122,293734766.0,163rd Avenue Southeast,city,Bellevue,
4130,7129302615,292000.0,3,1.75,1090,4500,1.5,1090,0.0,1929,0.0,98118,47.5157,-122.256,1640,5225,5,8,86,False,0,0,-122.256,21860382.0,South Pilgrim Street,city,Seattle,
4131,7278700100,625000.0,4,2.5,2740,9599,1.0,1820,920.0,1961,0.0,98177,47.7728,-122.385,2660,8280,3,8,54,False,0,2,-122.385,11677698.0,Northwest 197th Street,town,Shoreline,Richmond Beach
4132,7852070090,700000.0,3,2.5,3110,11727,2.0,3110,0.0,2002,0.0,98065,47.5445,-121.871,4240,13353,3,9,13,False,0,2,-121.871,293849881.0,Fairway Place Southeast,town,Snoqualmie,
4133,1250200552,399950.0,3,2.5,1610,1320,2.0,1280,330.0,2007,0.0,98144,47.6,-122.298,1480,1602,3,7,8,False,0,0,-122.298,20998101.0,27th Avenue South,city,Seattle,Leschi
4134,9126100608,545000.0,4,3.5,1880,1341,3.0,1650,230.0,2007,0.0,98122,47.6053,-122.306,1740,1883,3,8,8,False,0,0,-122.306,157812433.0,20th Avenue,city,Seattle,Central District
4135,396100025,339999.0,4,2.0,1740,6369,1.0,870,870.0,1954,0.0,98133,47.7461,-122.332,1560,7200,5,6,60,False,0,0,-122.332,293732688.0,North 161st Place,town,Shoreline,Ronald
4136,9184700600,1210000.0,4,2.25,3270,6000,2.0,2180,1090.0,1909,0.0,98122,47.6101,-122.286,2880,6000,5,8,105,False,0,0,-122.286,156543051.0,37th Avenue,city,Seattle,Denny-Blaine
4137,4221250090,545000.0,3,2.5,1990,5149,2.0,1990,0.0,2003,0.0,98075,47.5895,-122.019,2280,4506,3,8,11,False,0,0,-122.019,293770229.0,240th Avenue Southeast,town,Sammamish,
4138,8731901810,260000.0,4,1.75,1960,8400,1.0,1960,0.0,1967,0.0,98023,47.3111,-122.379,2080,8400,4,8,48,False,0,0,-122.379,231363643.0,39th Place Southwest,town,Federal Way,
